"GEOID","STATE","COUNTY","TOTAL_POPULATION","DISADVANTAGED_POPULATION","PCT_DISADVANTAGED"
21015,Kentucky,Boone County,130820,8697,0.0664806604494726
21039,Kentucky,Carlisle County,4784,3151,0.658653846153846
21033,Kentucky,Caldwell County,12702,5728,0.450952605888836
21151,Kentucky,Madison County,90802,2076,0.0228629325345257
21191,Kentucky,Pendleton County,14572,4758,0.326516607191875
21101,Kentucky,Henderson County,45829,20527,0.447904165484737
21203,Kentucky,Rockcastle County,16820,13815,0.821343638525565
21205,Kentucky,Rowan County,24507,9097,0.371200065287469
21225,Kentucky,Union County,14638,10213,0.69770460445416
21077,Kentucky,Gallatin County,8737,6218,0.711685933386746
21123,Kentucky,Larue County,14204,7886,0.555195719515629
21001,Kentucky,Adair County,19222,12918,0.672042451357819
21163,Kentucky,Meade County,28182,4050,0.143708750266127
21217,Kentucky,Taylor County,25571,11255,0.440147041570529
21067,Kentucky,Fayette County,320601,77815,0.242716023967486
21049,Kentucky,Clark County,35971,10261,0.285257568596925
21177,Kentucky,Muhlenberg County,30951,23398,0.755969112468095
21097,Kentucky,Harrison County,18722,10890,0.581668625146886
21047,Kentucky,Christian County,71414,44842,0.627916094883356
21059,Kentucky,Daviess County,100474,31662,0.315126301331688
21125,Kentucky,Laurel County,60357,36333,0.60196828868234
21103,Kentucky,Henry County,15911,6396,0.401986047388599
21019,Kentucky,Boyd County,47682,20126,0.422087999664444
21021,Kentucky,Boyle County,29972,3970,0.132456959829174
21027,Kentucky,Breckinridge County,20176,12283,0.608792624900872
21111,Kentucky,Jefferson County,767419,243659,0.317504518392169
21081,Kentucky,Grant County,24951,16153,0.64738888220913
21219,Kentucky,Todd County,12316,8137,0.660685287430984
21031,Kentucky,Butler County,12764,11613,0.909824506424318
21227,Kentucky,Warren County,128652,37803,0.293839194105028
21173,Kentucky,Montgomery County,27884,7790,0.279371682685411
24039,Maryland,Somerset County,25729,19322,0.750981382875355
24011,Maryland,Caroline County,33049,10828,0.327634724197404
24025,Maryland,Harford County,252222,2550,0.0101101410662036
24005,Maryland,Baltimore County,828018,75181,0.0907963353453669
24017,Maryland,Charles County,159428,5230,0.032804777078054
24041,Maryland,Talbot County,37167,5137,0.138214007049264
24031,Maryland,Montgomery County,1043530,131721,0.126226366276005
24043,Maryland,Washington County,150109,33632,0.224050523286412
24029,Maryland,Kent County,19536,2489,0.127405814905815
24019,Maryland,Dorchester County,32138,11062,0.344203124027631
24045,Maryland,Wicomico County,102539,21890,0.213479749168609
24510,Maryland,Baltimore city,609032,337306,0.553839535525227
24021,Maryland,Frederick County,251422,23702,0.0942717821033959
24047,Maryland,Worcester County,51765,11843,0.228783927364049
24033,Maryland,Prince George's County,908670,194694,0.21426260358546
24023,Maryland,Garrett County,29235,9905,0.338806225414743
24015,Maryland,Cecil County,102552,10732,0.104649348623138
24001,Maryland,Allegany County,71445,22918,0.320778221009168
26121,Michigan,Muskegon County,173297,66613,0.384386342521798
26077,Michigan,Kalamazoo County,262745,53018,0.201785000666045
26065,Michigan,Ingham County,290587,77315,0.266064896227292
26145,Michigan,Saginaw County,191821,79538,0.414646988598746
26067,Michigan,Ionia County,64300,12345,0.19199066874028
26161,Michigan,Washtenaw County,367000,38328,0.104435967302452
26079,Michigan,Kalkaska County,17585,12687,0.721467159510947
26115,Michigan,Monroe County,149727,21224,0.141751320737075
26039,Michigan,Crawford County,13892,8180,0.588828102505039
26061,Michigan,Houghton County,36070,14186,0.393290823398946
26159,Michigan,Van Buren County,75358,30073,0.399068446614825
26033,Michigan,Chippewa County,37629,16813.1,0.446812299024688
26021,Michigan,Berrien County,154133,40195.28,0.260783089928828
26099,Michigan,Macomb County,870325,194222,0.223160313675926
26111,Michigan,Midland County,83355,14339,0.172023273948773
26103,Michigan,Marquette County,66686,6404,0.0960321506763039
26165,Michigan,Wexford County,33256,21868,0.657565552080828
26117,Michigan,Montcalm County,63413,24598,0.387901534385694
26029,Michigan,Charlevoix County,26188,3749,0.143157171223461
26007,Michigan,Alpena County,28520,15483,0.542882187938289
26143,Michigan,Roscommon County,23851,16792,0.704037566559054
26017,Michigan,Bay County,104104,32932,0.316337508645201
26131,Michigan,Ontonagon County,5877,4201,0.714820486642845
26053,Michigan,Gogebic County,15061,9331,0.619547174822389
26069,Michigan,Iosco County,25197,21281,0.844584672778505
26151,Michigan,Sanilac County,41295,31837,0.770965007870202
26141,Michigan,Presque Isle County,12714,6853,0.539012112631745
26149,Michigan,St. Joseph County,60836,22950,0.377243737260832
26125,Michigan,Oakland County,1253185,123692,0.0987021070312843
26057,Michigan,Gratiot County,40916,15049,0.367802326718154
26031,Michigan,Cheboygan County,25418,14126,0.555747895192383
26041,Michigan,Delta County,36026,8661.75,0.240430522400489
26009,Michigan,Antrim County,23206,8080,0.348185814013617
26109,Michigan,Menominee County,23074,13188,0.571552396636907
26059,Michigan,Hillsdale County,45757,25337,0.553729484013375
26045,Michigan,Eaton County,109456,7739,0.0707042099108317
26043,Michigan,Dickinson County,25439,3015,0.118518809701639
26003,Michigan,Alger County,9151,3540,0.386842967981641
26001,Michigan,Alcona County,10353,8654,0.835892977880808
26071,Michigan,Iron County,11152,7346,0.658715925394548
26047,Michigan,Emmet County,33104,6260,0.189101014983084
26105,Michigan,Mason County,28954,13652.17,0.471512398977689
26107,Michigan,Mecosta County,43251,28016,0.647753809160482
26163,Michigan,Wayne County,1757299,926788,0.527393460077084
26127,Michigan,Oceana County,26416,19391,0.734062689279225
26089,Michigan,Leelanau County,21652,52.42,0.00242102346203584
26075,Michigan,Jackson County,158636,55582,0.350374442119065
26155,Michigan,Shiawassee County,68340,11354,0.166139888791337
26005,Michigan,Allegan County,116143,11854.5,0.102068140137589
26027,Michigan,Cass County,51523,10074.14,0.195527046173554
26049,Michigan,Genesee County,407875,179216,0.439389518847686
26097,Michigan,Mackinac County,10780,9377,0.869851576994434
26101,Michigan,Manistee County,24457,8525.28,0.348582409943983
26081,Michigan,Kent County,648121,183846,0.283659995587244
26087,Michigan,Lapeer County,88038,10764,0.122265385401758
26157,Michigan,Tuscola County,52939,21357,0.403426585315174
26063,Michigan,Huron County,31349,12450,0.397141854604613
26093,Michigan,Livingston County,189754,10222,0.0538697471463052
26153,Michigan,Schoolcraft County,8048,3173,0.39425944333996
26073,Michigan,Isabella County,70688,30464.2,0.430967066545948
26037,Michigan,Clinton County,78389,6752,0.0861345341820919
26025,Michigan,Calhoun County,134212,54813,0.408406103776115
26091,Michigan,Lenawee County,98381,22655,0.23027820412478
26051,Michigan,Gladwin County,25279,23532,0.930891253609716
26023,Michigan,Branch County,43513,19783,0.454645738055294
26123,Michigan,Newaygo County,48366,24923,0.515300004135136
26147,Michigan,St. Clair County,159247,36574,0.229668376798307
29145,Missouri,Newton County,58180,30798,0.529357167411482
29045,Missouri,Clark County,6779,4914,0.724885676353444
29069,Missouri,Dunklin County,30027,28110,0.936157458287541
29053,Missouri,Cooper County,17660,6790,0.384484711211778
29121,Missouri,Macon County,15199,11583,0.762089611158629
29161,Missouri,Phelps County,44630,15155,0.339569796101277
29217,Missouri,Vernon County,20595,17391,0.844428259286235
29031,Missouri,Cape Girardeau County,78491,7783,0.0991578652329566
29087,Missouri,Holt County,4432,1140,0.257220216606498
29061,Missouri,Daviess County,8295,4810,0.579867389993972
29201,Missouri,Scott County,38633,19161,0.495974943700981
29225,Missouri,Webster County,38655,32644,0.844496184193507
29211,Missouri,Sullivan County,6247,4846,0.775732351528734
29209,Missouri,Stone County,31615,15464,0.489134904317571
29015,Missouri,Benton County,19107,16252,0.850578322080913
29063,Missouri,DeKalb County,12526,8597,0.686332428548619
29169,Missouri,Pulaski County,52425,6086,0.116089651883643
29117,Missouri,Livingston County,15126,5323,0.351910617479836
29510,Missouri,St. Louis city,308174,150943,0.489797971275967
29041,Missouri,Chariton County,7483,2458,0.328477883201924
29109,Missouri,Lawrence County,38204,26270,0.687624332530625
29111,Missouri,Lewis County,9955,2364,0.237468608739327
29083,Missouri,Henry County,21735,14916,0.686266390614217
29175,Missouri,Randolph County,24878,11141,0.447825387892917
29101,Missouri,Johnson County,53682,3196,0.0595357848068254
29097,Missouri,Jasper County,119920,45898,0.382738492328219
29071,Missouri,Franklin County,103191,18474,0.17902724074774
29055,Missouri,Crawford County,24154,19810,0.820154011757887
29051,Missouri,Cole County,76723,5529,0.0720644396074189
29005,Missouri,Atchison County,5229,2880,0.550774526678141
29157,Missouri,Perry County,19191,3807,0.198374237924027
29021,Missouri,Buchanan County,88460,39992,0.452091340718969
29013,Missouri,Bates County,16296,7109,0.436242022582229
29135,Missouri,Moniteau County,16046,8677,0.540757821263866
29167,Missouri,Polk County,31748,21981,0.692358573768426
29107,Missouri,Lafayette County,32597,6241,0.191459336748781
29033,Missouri,Carroll County,8781,3915,0.445848992142125
29131,Missouri,Miller County,25201,11897,0.472084441093607
29189,Missouri,St. Louis County,996919,169811,0.170335804614016
29147,Missouri,Nodaway County,22359,4526,0.202424079788899
29099,Missouri,Jefferson County,223951,18014,0.0804372385030654
29077,Missouri,Greene County,289756,95813,0.330667872278745
29115,Missouri,Linn County,12113,5772,0.476512837447371
29079,Missouri,Grundy County,9992,3399,0.340172137710168
29125,Missouri,Maries County,8803,2591,0.29433147790526
29219,Missouri,Warren County,34453,23351,0.67776391025455
29159,Missouri,Pettis County,42355,32430,0.765671113209775
29073,Missouri,Gasconade County,14711,4763,0.323771327578003
29129,Missouri,Mercer County,3644,2307,0.633095499451153
29195,Missouri,Saline County,22976,11313,0.492383356545961
29001,Missouri,Adair County,25369,12182,0.480192360755252
29019,Missouri,Boone County,177651,19075,0.107373445688457
29007,Missouri,Audrain County,25644,13851,0.54012634534394
29213,Missouri,Taney County,55114,40140,0.728308596726784
29037,Missouri,Cass County,103597,3618,0.0349237912294758
29187,Missouri,St. Francois County,66643,46309,0.694881682997464
29105,Missouri,Laclede County,35531,22525,0.633953449100785
29095,Missouri,Jackson County,696216,243416,0.349627127213394
29043,Missouri,Christian County,85658,6039,0.0705012958509421
29137,Missouri,Monroe County,8629,2366,0.274191679221231
29059,Missouri,Dallas County,16617,9722,0.585063489197809
29047,Missouri,Clay County,242516,19203,0.0791824044599119
29183,Missouri,St. Charles County,394290,1828,0.0046361814907809
29113,Missouri,Lincoln County,56477,13040,0.230890450980045
29205,Missouri,Shelby County,6013,4258,0.708132379843672
29011,Missouri,Barton County,11797,8075,0.684496058319912
29165,Missouri,Platte County,100682,3097,0.0307602153314396
29089,Missouri,Howard County,10058,3391,0.33714456154305
29127,Missouri,Marion County,28608,8356,0.292086129753915
29029,Missouri,Camden County,45466,26042,0.572779659525799
31039,Nebraska,Cuming County,8952,702.72,0.0784986595174263
31145,Nebraska,Red Willow County,10768,5921,0.549869985141159
31109,Nebraska,Lancaster County,313158,52177,0.166615574246866
31157,Nebraska,Scotts Bluff County,36074,12632,0.350169096856462
31147,Nebraska,Richardson County,7961,4366.85,0.548530335385002
31161,Nebraska,Sheridan County,5231,2137,0.40852609443701
31043,Nebraska,Dakota County,20173,17125,0.848906954840629
31151,Nebraska,Saline County,14270,7687,0.538682550805886
31181,Nebraska,Webster County,3537,1728,0.488549618320611
31107,Nebraska,Knox County,8426,1275.1,0.151329219083788
31153,Nebraska,Sarpy County,181232,4156,0.022931932550543
31047,Nebraska,Dawson County,23733,10706,0.451101841317996
31101,Nebraska,Keith County,8068,1616,0.200297471492315
31037,Nebraska,Colfax County,10714,6552,0.61153630763487
31111,Nebraska,Lincoln County,35263,5073,0.143861838187335
31119,Nebraska,Madison County,35080,17603,0.501795895096921
31001,Nebraska,Adams County,31587,7028,0.222496596701175
31095,Nebraska,Jefferson County,7144,3974,0.556270996640537
31061,Nebraska,Franklin County,2987,1603,0.5366588550385
31067,Nebraska,Gage County,21594,5557,0.257340001852366
31041,Nebraska,Custer County,10826,6940,0.641049325697395
31013,Nebraska,Box Butte County,10970,3586,0.326891522333637
31051,Nebraska,Dixon County,5719,65.56,0.0114635425773737
31131,Nebraska,Otoe County,15949,7610,0.477145902564424
31055,Nebraska,Douglas County,560617,152239,0.271556160444653
31021,Nebraska,Burt County,6510,53.61,0.00823502304147465
31097,Nebraska,Johnson County,5161,3278,0.635148227087774
31053,Nebraska,Dodge County,36665,10186,0.27781262784672
31141,Nebraska,Platte County,33174,4399,0.132603846385724
31079,Nebraska,Hall County,61265,30111,0.49148779890639
31019,Nebraska,Buffalo County,49209,4602,0.0935194781442419
36063,New York,Niagara County,210820,52547,0.249250545489043
36097,New York,Schuyler County,17920,11358,0.633816964285714
36041,New York,Hamilton County,4515,2032,0.450055370985604
36117,New York,Wayne County,90519,18960,0.20945878765784
36057,New York,Montgomery County,49302,29734,0.603099265749868
36001,New York,Albany County,306968,58513,0.190615959969769
36107,New York,Tioga County,48686,7976,0.163825329663558
36075,New York,Oswego County,118339,60209,0.508784086395863
36105,New York,Sullivan County,75116,16431,0.218741679535652
36011,New York,Cayuga County,77425,22316,0.288227316758153
36003,New York,Allegany County,46688,21311,0.456455620287868
36103,New York,Suffolk County,1483832,95141,0.0641184446756776
36037,New York,Genesee County,57808,7873,0.136192222529754
36045,New York,Jefferson County,112842,39980,0.354300703638716
36055,New York,Monroe County,743341,179618,0.241636072811805
36025,New York,Delaware County,44995,18216,0.404844982775864
36081,New York,Queens County,2287388,1299854,0.568270009285701
36043,New York,Herkimer County,62057,11673,0.188101261743236
36119,New York,Westchester County,968890,201074,0.207530266593731
36061,New York,New York County,1631993,599228,0.367175594503163
36069,New York,Ontario County,109511,4654,0.0424980138981472
36019,New York,Clinton County,80583,21729,0.269647444250028
36087,New York,Rockland County,324422,98888,0.304812867191497
36083,New York,Rensselaer County,159185,35888,0.225448377673776
36005,New York,Bronx County,1435068,1112161,0.774988362920781
36031,New York,Essex County,37459,1608,0.0429269334472356
36093,New York,Schenectady County,154859,39235,0.253359507681181
36123,New York,Yates County,25011,6288,0.251409379872856
36085,New York,Richmond County,NA,NA,NA
36033,New York,Franklin County,50477,12395,0.24555738257028
36021,New York,Columbia County,60371,3183,0.0527239899951964
36077,New York,Otsego County,59972,7485,0.124808243847129
36009,New York,Cattaraugus County,77121,45119,0.585041687737452
36095,New York,Schoharie County,31222,2915,0.0933636538338351
36091,New York,Saratoga County,228502,8355,0.0365642313852833
36007,New York,Broome County,193188,60390,0.312597055717746
36113,New York,Warren County,64276,8406,0.130779762275188
36073,New York,Orleans County,40904,26297,0.642895560336397
36017,New York,Chenango County,47909,22901,0.478010394706631
36065,New York,Oneida County,NA,NA,NA
36039,New York,Greene County,47424,14032,0.295883940620783
36101,New York,Steuben County,96422,45760,0.474580489929684
36111,New York,Ulster County,178665,37172,0.208054179609884
36035,New York,Fulton County,53646,23162,0.431756328524028
36121,New York,Wyoming County,40305,2856,0.0708596948269445
36115,New York,Washington County,61616,8321,0.135046091924176
36071,New York,Orange County,380085,68675,0.18068326821632
36049,New York,Lewis County,26572,6137.8,0.23098750564504
36015,New York,Chemung County,84895,37760,0.444784734083279
36067,New York,Onondaga County,462872,112353,0.242730171624121
36089,New York,St. Lawrence County,108913,45007,0.413238089117002
36029,New York,Erie County,919355,209247,0.227601960069832
36099,New York,Seneca County,34390,9904,0.287990694969468
36059,New York,Nassau County,1356509,147529,0.108756373897998
36047,New York,Kings County,2589974,1520408,0.587036008855687
36027,New York,Dutchess County,293754,29798,0.101438618708171
36013,New York,Chautauqua County,128496,52930.44,0.411922861412028
36053,New York,Madison County,NA,NA,NA
36023,New York,Cortland County,47865,6837,0.14283923534942
40087,Oklahoma,McClain County,39247,38521.88,0.981524192931944
40027,Oklahoma,Cleveland County,279274,33099.61,0.118520198801177
40139,Oklahoma,Texas County,20805,13554,0.651478010093728
40151,Oklahoma,Woods County,9043,1699,0.187880128276015
40059,Oklahoma,Harper County,3760,1710,0.454787234042553
40153,Oklahoma,Woodward County,20727,10239,0.493993342017658
40085,Oklahoma,Love County,10063,9755.21,0.969413693729504
40093,Oklahoma,Major County,7692,4402,0.572282891315653
40083,Oklahoma,Logan County,46683,17390.88,0.372531328320802
40103,Oklahoma,Noble County,11335,4291.56,0.378611380679312
40065,Oklahoma,Jackson County,25063,12967.93,0.517413318437537
40119,Oklahoma,Payne County,81815,17552.2,0.214535231925686
40017,Oklahoma,Canadian County,140455,31215.49,0.22224548787868
40051,Oklahoma,Grady County,55071,55045.27,0.999532784950337
40047,Oklahoma,Garfield County,61898,19687,0.318055510678859
40045,Oklahoma,Ellis County,4015,3808.62,0.948597758405978
40073,Oklahoma,Kingfisher County,15694,7363.1,0.469166560468969
40007,Oklahoma,Beaver County,5377,4106,0.763622838013762
40109,Oklahoma,Oklahoma County,787216,325848.81,0.413925542671897
40071,Oklahoma,Kay County,44402,27912.47,0.628630917526238
40025,Oklahoma,Cimarron County,2174,1219,0.560717571297148
51191,Virginia,Washington County,54071,25887,0.478759408925302
51083,Virginia,Halifax County,34552,15940,0.46133364204677
51163,Virginia,Rockbridge County,22570,4094,0.181391227292867
51141,Virginia,Patrick County,17748,12110,0.682330403425738
